SampleID,Location,Color,Astaxanthin,Lutein,ChlA,ChlB,BetaC,Pheophorbide,Pheophytin
2025-3-14-PNI-algae7-pig-b,Antarctic Peninsula,,0,158.092316,248.9204393,476.596646,792.3647607,29.22152533,285.10058
2025-3-14-PNI-algae7-pig-c,Antarctic Peninsula,,0,122.751414,381.60913,497.389558,864.5587773,26.78592,279.1136793
2025-3-14-PNI-algae8-pig-a,Antarctic Peninsula,,220.2162316,358.3907804,551.8277772,885.6010616,1776.227969,145.7882276,517.1323124
2025-3-14-PNI-algae8-pig-b,Antarctic Peninsula,,225.3051755,297.8316895,545.019545,848.982503,1675.047258,147.373293,456.31238
2025-3-14-PNI-algae8-pig-c,Antarctic Peninsula,,235.003255,413.91352,629.8187755,955.982317,1881.400896,152.956288,531.179423
2025-3-15-DP-algae1-pig-a,Antarctic Peninsula,,53.523355,110.4136905,222.9612615,391.027127,1062.357429,34.1846635,212.1297385
2025-3-15-DP-algae1-pig-c,Antarctic Peninsula,,32.8088575,127.103851,228.1834655,435.4274665,1581.453629,42.072583,233.883001
2025-3-15-DP-algae2-pig-a,Antarctic Peninsula,,0,0,73.05971267,100.9000573,433.8693127,12.941118,54.34856467
2025-3-15-DP-algae2-pig-b,Antarctic Peninsula,,0,0,58.32244467,111.8581907,408.8966833,13.50242733,61.65841867
2025-3-15-DP-algae2-pig-c,Antarctic Peninsula,,7.38944303,0,82.66801697,105.8027952,424.1719982,16.50613576,64.63492303
2025-3-15-DP-algae3-pig-a,Antarctic Peninsula,,27.84942171,154.1849383,334.0019291,505.1919863,445.0125554,49.30899029,260.2161931
2025-3-15-DP-algae3-pig-b,Antarctic Peninsula,,15.2088535,157.4655135,305.075183,555.2149885,601.938388,50.176658,265.947411
2025-3-15-DP-algae3-pig-c,Antarctic Peninsula,,14.3033365,112.998108,297.2331405,489.865784,427.0797265,41.0654585,237.202424
2025-3-15-DP-algae4-pig-a,Antarctic Peninsula,,0,0,0,0,0,0,10.14884
2025-3-15-DP-algae4-pig-b,Antarctic Peninsula,,0,0,0,0,0,1.508037647,9.389526471
2025-3-15-DP-algae4-pig-c,Antarctic Peninsula,,0,0,0,0,0,1.508943158,9.237816316
2025-3-15-DP-algae5-pig-a,Antarctic Peninsula,,22.043494,0,58.2284212,89.7837704,225.9473564,2.7037652,50.24935
2025-3-15-DP-algae5-pig-b,Antarctic Peninsula,,17.1493328,0,54.2807468,89.4109016,217.1426036,3.403798,44.1870056
2025-3-15-DP-algae5-pig-c,Antarctic Peninsula,,16.6861292,0,49.819344,98.4118284,238.4081444,2.9437072,52.5606524
2025-3-15-DP-algae6-pig-a,Antarctic Peninsula,,0,71.91652421,215.9193921,366.3366853,512.3523226,22.28763263,185.8612384
2025-3-15-DP-algae6-pig-b,Antarctic Peninsula,,0,92.32423355,290.6414123,432.9525465,702.2142574,24.56044387,214.0668213
2025-3-15-DP-algae6-pig-c,Antarctic Peninsula,,0,37.98606579,228.0650253,244.6605142,330.2605926,21.72909895,141.9221942
2025-3-15-DP-algae7-pig-a,Antarctic Peninsula,,18.140872,1479.183228,3687.108612,6743.637166,9010.01244,357.351571,3166.915347
2025-3-15-DP-algae7-pig-b,Antarctic Peninsula,,24.57827733,1472.917085,3918.1893,6084.503671,7140.055135,304.2308107,2794.382964
2025-3-15-DP-algae7-pig-c,Antarctic Peninsula,,22.727616,1315.993796,3419.154731,5837.36348,8167.206043,255.17454,2601.253897
2025-3-15-DP-algae8-pig-a,Antarctic Peninsula,,74.39697762,483.315149,625.8363348,1027.403006,2250.236155,112.694771,481.6763562
2025-3-15-DP-algae8-pig-b,Antarctic Peninsula,,132.7591955,454.261697,663.855773,1136.726985,1793.475623,124.192468,622.996962
2025-3-15-DP-algae8-pig-c,Antarctic Peninsula,,77.30792229,441.8207194,746.0166149,1041.753862,2021.542024,124.3234771,547.1677709
2025-3-15-DP-algae9-pig-a,Antarctic Peninsula,,6.6640108,49.9946356,112.6945748,154.2300832,551.7425948,20.207404,98.2640896
2025-3-15-DP-algae9-pig-b,Antarctic Peninsula,,5.3050172,67.8533364,126.4970332,144.358948,489.0207412,16.0603836,95.82573
2025-3-15-DP-algae9-pig-c,Antarctic Peninsula,,10.8145772,22.8822852,102.1914048,147.4191936,461.434976,14.8238956,86.3475768
2025-3-15-DP-algae10-pig-a,Antarctic Peninsula,,161.8611771,361.8722291,558.8048971,865.4544137,3601.351879,109.3678554,526.667072
2025-3-15-DP-algae10-pig-b,Antarctic Peninsula,,136.4337406,442.9306966,635.5115743,908.6579691,2753.242197,109.7491257,594.9248846
2025-3-15-DP-algae10-pig-c,Antarctic Peninsula,,145.5921811,441.2403566,466.4493977,741.0542634,3307.406557,118.2359617,580.1895274
2024-8-12-CK-algae1-pig-a,Camp Kiser,,2.653008444,0,5.776037222,26.86200856,11.16786456,4.305933333,10.21750878
2024-8-12-CK-algae1-pig-b,Camp Kiser,,3.234025732,0,25.92141634,46.98451976,130.8105062,4.848646341,49.27971598
2024-8-12-CK-algae1-pig-c,Camp Kiser,,5.116625946,0,38.07338195,79.53062541,61.18655741,4.273286486,36.6544307
2024-8-12-CK-algae2-pig-a,Camp Kiser,,3.083801217,0,30.25637383,45.86713565,103.2909459,3.472982609,25.28452991
2024-8-12-CK-algae2-pig-b,Camp Kiser,,4.215329244,0,35.01298462,69.38987004,75.1060768,3.54064,33.95277831
2024-8-12-CK-algae2-pig-c,Camp Kiser,,2.871194043,50.15299804,30.84127081,39.40152366,129.097871,3.43147234,54.05030851
2024-8-12-CK-algae3-pig-a,Camp Kiser,,6.937569273,0,45.07222164,152.5753509,209.9429169,7.202272727,76.91411018
2024-8-12-CK-algae3-pig-b,Camp Kiser,,10.599688,100.3721493,121.102584,352.048275,730.4591363,6.269851852,157.2836249
2024-8-12-CK-algae3-pig-c,Camp Kiser,,11.93655965,318.3970368,163.6636394,492.42968,1114.718486,4.960247059,143.2025454
2024-8-12-CK-algae4-pig-a,Camp Kiser,,46.16700538,0,54.08038979,104.0768269,93.39938028,6.489268966,44.82725214
2024-8-12-CK-algae4-pig-b,Camp Kiser,,4.211225882,0,53.18928306,65.48226706,121.0136913,4.799458824,113.8749009
2024-8-12-CK-algae4-pig-c,Camp Kiser,,4.600705689,44.4468912,91.58799742,199.1640676,411.6965207,3.49352,86.49258
2024-8-12-CK-algae5-pig-a,Camp Kiser,,4.004314595,0,45.30937568,102.7504556,372.027543,4.235016216,53.90107373
2024-8-12-CK-algae5-pig-b,Camp Kiser,,3.690926444,19.50559933,61.34704344,146.751967,361.3044189,4.382733333,69.39028578
2024-8-12-CK-algae5-pig-c,Camp Kiser,,4.166353295,3.12897125,82.99323545,177.6831331,443.7790374,4.445227273,82.7376742
2024-8-12-CK-algae6-pig-a,Camp Kiser,,3.23695675,0,0,2.069309875,39.458004,4.9270625,46.640783
2024-8-12-CK-algae6-pig-b,Camp Kiser,,2.578260108,0,28.51793968,35.45449686,131.2035863,4.160010811,35.13805081
2024-8-12-CK-algae6-pig-c,Camp Kiser,,2.186388222,0,27.451128,60.69744,91.29844344,4.261833333,27.30926244
2024-8-12-CK-algae7-pig-a,Camp Kiser,,4.226958303,26.298016,65.89189261,195.4750332,457.5128848,4.775139394,81.46460824
2024-8-12-CK-algae7-pig-b,Camp Kiser,,5.017010706,0,88.39748141,214.6843651,613.7698467,4.617858824,93.83922165
2024-8-12-CK-algae7-pig-c,Camp Kiser,,4.370931,47.59341578,97.07491256,198.8159709,517.5975174,4.392666667,89.69928278
2024-8-12-CK-algae8-pig-a,Camp Kiser,,2.601432129,0,13.17693123,42.27332568,62.40755123,5.036967742,21.88116155
2024-8-12-CK-algae8-pig-b,Camp Kiser,,2.089003781,0,38.28512577,66.44036915,292.1265098,3.85560199,37.75753771
2024-8-12-CK-algae8-pig-c,Camp Kiser,,2.32590048,24.290486,41.02823848,83.93800896,138.9699514,3.196696,37.69719864
2024-8-12-CK-algae9-pig-a,Camp Kiser,,2.8064024,0,41.56638617,55.68816023,84.89125829,4.457965714,25.12707886
2024-8-12-CK-algae9-pig-b,Camp Kiser,,2.551091273,0,46.64683842,64.32888109,102.2750999,4.7672,31.77778618
2024-8-12-CK-algae9-pig-c,Camp Kiser,,3.773980491,0,26.8297535,82.21831877,113.8110485,4.767300613,35.03417718
2024-8-12-CK-algae10-pig-a,Camp Kiser,,5.382409176,0,52.26718235,144.1508544,566.3904426,9.099270588,98.05122518
2024-8-12-CK-algae10-pig-b,Camp Kiser,,7.241759667,0,62.90061967,166.6871057,206.6548927,12.92963333,77.72415
2024-8-12-CK-algae10-pig-c,Camp Kiser,,4.386223,47.169231,87.16055011,276.953903,591.6191544,4.389755556,133.5097283
2024-8-12-CK-algae11-pig-a,Camp Kiser,,3.032776889,0,51.24592522,83.54861289,263.6747604,4.3443,69.39540911
2024-8-12-CK-algae11-pig-b,Camp Kiser,,2.828839158,0,57.32405274,114.1260958,262.6449813,4.094105263,64.52533547
2024-8-12-CK-algae11-pig-c,Camp Kiser,,2.928724382,28.76864483,88.98377629,150.6536084,256.1339348,4.407876404,73.25090663
2024-8-12-CK-algae12-pig-a,Camp Kiser,,2.594221091,0,27.38707245,60.57392791,108.5289625,3.523581818,33.17620427
2024-8-12-CK-algae12-pig-b,Camp Kiser,,1.991616762,0,25.8998121,55.81557343,142.1802819,3.652019048,37.23938505
2024-8-12-CK-algae12-pig-c,Camp Kiser,,1.915191789,0,33.37733989,60.87701242,106.1612766,4.038347368,38.52685895
2024-8-12-CK-algae13-pig-a,Camp Kiser,,109.7839869,214.7654288,122.4684188,252.7381554,357.7566976,2.950231263,80.12126732
2024-8-12-CK-algae13-pig-b,Camp Kiser,,118.3069845,196.8875029,100.4516249,228.6236109,731.6765627,4.791558182,82.80049945
2024-8-12-CK-algae13-pig-c,Camp Kiser,,116.242312,258.1755055,130.7870943,308.3394221,581.2455609,3.815173822,92.1653711
2024-8-12-CK-algae14-pig-a,Camp Kiser,,73.6182786,144.8734953,70.97327835,144.1248606,225.8172354,2.37366315,48.5493579
2024-8-12-CK-algae14-pig-b,Camp Kiser,,73.079087,127.9818843,95.40016325,182.551372,263.8582988,3.22273875,63.50540025
2024-8-12-CK-algae14-pig-c,Camp Kiser,,78.1536105,99.94163767,77.65971367,197.7236657,336.5992728,2.924916167,63.05324233
2024-8-12-CK-algae15-pig-a,Camp Kiser,,40.61638459,36.5967155,45.22380364,75.73068736,99.60944606,2.238680346,26.1197703
2024-8-12-CK-algae15-pig-b,Camp Kiser,,36.77016111,10.98159356,31.57043989,44.26121489,58.37697078,2.861022889,36.42852178
2024-8-12-CK-algae15-pig-c,Camp Kiser,,49.08623508,5.228754359,49.85131672,96.78719682,190.6815873,0.728444513,32.17728523
2024-8-12-CK-algae16-pig-a,Camp Kiser,,26.18114491,17.32412782,16.28495855,75.22299027,75.92422355,0.904196455,22.02416945
2024-8-12-CK-algae16-pig-b,Camp Kiser,,26.01787902,26.81344185,20.92998829,102.010936,148.367311,1.416688098,32.50548712
2024-8-12-CK-algae16-pig-c,Camp Kiser,,15.90793505,6.821963895,26.49438642,99.58097084,88.03225358,0.610854211,30.87167884
2024-8-12-CK-algae17-pig-a,Camp Kiser,,8.393527871,7.331884774,15.87283174,70.45660994,63.84054013,1.240693161,18.29814065
2024-8-12-CK-algae17-pig-b,Camp Kiser,,19.81397943,45.74470731,48.96096469,128.7758934,131.2550482,5.244139771,40.94212914
2024-8-12-CK-algae17-pig-c,Camp Kiser,,3.25086671,0,67.86916516,108.3705172,281.354967,0.652122968,38.55285497
2024-8-12-CK-algae18-pig-a,Camp Kiser,,3.25086671,0,67.86916516,108.3705172,281.354967,0.652122968,38.55285497
2024-8-12-CK-algae18-pig-b,Camp Kiser,,91.93301092,45.61053276,92.46168243,174.6506736,213.8894394,2.823896757,53.06553989
2024-8-12-CK-algae18-pig-c,Camp Kiser,,85.57234443,149.6815952,79.33931805,208.8000313,278.6204823,2.730302757,64.79399562
2024-8-12-CK-algae19-pig-a,Camp Kiser,,83.11859528,41.65670663,63.85894517,156.3627167,201.3083439,2.30462882,59.70931989
2024-8-12-CK-algae19-pig-b,Camp Kiser,,71.09365439,33.68494838,90.94511618,206.9773946,346.4013447,1.952775087,78.06559699
2024-8-12-CK-algae19-pig-c,Camp Kiser,,120.2159314,54.05833988,47.11492425,168.6317231,136.7266614,2.822247375,65.07289875
2024-8-12-CK-algae20-pig-a,Camp Kiser,,28.09984753,27.09964573,22.48569337,85.41239865,102.4690699,0.798443146,28.64229888
2024-8-12-CK-algae20-pig-b,Camp Kiser,,44.81516341,36.09461447,30.86699729,108.2784662,122.7748879,1.601322824,36.37621835
2024-8-12-CK-algae20-pig-c,Camp Kiser,,33.93700691,11.95477394,39.45879745,108.3555925,131.1734984,1.129919394,35.12251479
2024-8-13-CK-algae21-pig-a,Camp Kiser,,69.09534957,21.00644014,98.63388114,176.0170527,336.0844977,7.067148714,63.46531771
2024-8-13-CK-algae21-pig-b,Camp Kiser,,94.01810811,41.48922268,113.7358273,222.4438936,314.4628909,9.494613158,73.34403679
2024-8-13-CK-algae21-pig-c,Camp Kiser,,24.77381874,28.75392947,156.6922359,270.1051563,458.2267656,10.52870637,95.20331621
2024-8-13-CK-algae22-pig-a,Camp Kiser,,26.9595527,14.58771183,81.74212174,173.0185777,386.2325727,2.009401391,63.00126261
2024-8-13-CK-algae22-pig-b,Camp Kiser,,27.55135511,14.91227667,88.286682,212.7306918,322.1615711,1.773007333,77.18231622
2024-8-13-CK-algae22-pig-c,Camp Kiser,,10.01283822,18.28915444,93.50121867,216.8400313,284.3022018,0.998854222,76.65955511
2024-8-13-CK-algae23-pig-a,Camp Kiser,,1.530478947,0,63.44645305,115.6200783,291.6265333,0,51.41390947
2024-8-13-CK-algae23-pig-b,Camp Kiser,,90.85689427,34.53917535,90.7375853,150.6821784,322.3574117,5.711850595,55.25274141
2024-8-13-CK-algae23-pig-c,Camp Kiser,,23.15173111,16.06897667,110.0178071,219.6888231,272.6426644,1.020632667,67.11655
2024-8-13-CK-algae24-pig-a,Camp Kiser,,96.98691952,22.62286642,132.5633045,283.5451338,533.8856242,2.928437818,82.74964655
2024-8-13-CK-algae24-pig-b,Camp Kiser,,18.06664943,31.82973914,218.7948754,311.1386197,445.6400994,1.263735714,92.69141143
2024-8-13-CK-algae24-pig-c,Camp Kiser,,7.314855484,27.00004774,183.0718485,381.4333925,572.7746916,1.167502452,106.8602947
2024-8-13-CK-algae25-pig-a,Camp Kiser,,33.89040615,92.14966769,36.29248615,87.49050615,60.74844,0.727412308,28.62448
2024-8-13-CK-algae25-pig-b,Camp Kiser,,27.95211448,16.36108552,39.82187862,98.60800966,236.381371,1.035677241,41.08810345
2024-8-13-CK-algae25-pig-c,Camp Kiser,,37.88635143,70.1046,44.55214571,73.00034714,72.24150857,3.271455714,42.20302429
2024-8-13-CK-algae26-pig-a,Camp Kiser,,11.19629517,56.09770759,8.249297931,27.93028276,31.56696414,0,10.27674207
2024-8-13-CK-algae26-pig-b,Camp Kiser,,3.719514839,11.61309161,1.725218065,14.37592387,18.64436516,0,7.138763871
2024-8-13-CK-algae26-pig-c,Camp Kiser,,1.551094,7.183665,6.622809,31.800446,44.046311,0,9.75393
2024-8-13-CK-algae27-pig-a,Camp Kiser,,0,1.959894194,1.455442581,11.7831471,16.96054452,0,5.273383226
2024-8-13-CK-algae27-pig-b,Camp Kiser,,1.297476,1.578668,3.059217,18.061369,17.809633,0,6.482998
2024-8-13-CK-algae27-pig-c,Camp Kiser,,0,4.446851754,2.062930702,15.84191754,25.45740614,0,7.096322807
2024-8-13-CK-algae28-pig-a,Camp Kiser,,0,14.60090105,0,5.94246,0,0,0
2024-8-13-CK-algae29-pig-a,Camp Kiser,,0,0,0,1.393314667,0,3.360049778,0
2024-8-13-CK-algae30-pig-a,Camp Kiser,,0,12.8550725,0,2.63829625,0,12.186855,0.37177625
2024-8-13-CK-algae31-pig-a,Camp Kiser,,0,0,0,2.971465532,0,0,0
2024-8-13-CK-algae32-pig-a,Camp Kiser,,0.786154839,0,0,14.8053329,0,20.77167613,2.932420645
2024-8-13-CK-algae33-pig-a,Camp Kiser,,1.868502069,1.973554483,7.143377931,16.42108414,15.06302207,6.110071724,5.334264828
2024-8-13-CK-algae33-pig-b,Camp Kiser,,1.740775172,6.680788966,6.258616552,25.09433103,18.88030759,87.57953241,8.705324138
2024-8-13-CK-algae33-pig-c,Camp Kiser,,15.29604,58.02755273,16.17096121,36.73250424,52.45616727,3.823837576,13.36361212
2024-8-13-CK-algae34-pig-a,Camp Kiser,,0.193618333,0,0,3.009775,0,0,0
2024-8-13-CK-algae35-pig-a,Camp Kiser,,0,0,0,4.682296216,0.675461622,0,0
2024-8-13-CK-algae36-pig-a,Camp Kiser,,0,0,0,0,7.692634667,1.536916444,1.427359111
2024-8-13-CK-algae39-pig-a,Camp Kiser,,0,0,0,0.0374992,0,0,0.5587376
2024-8-13-CK-algae40-pig-a,Camp Kiser,,0,0,0,0,0,0,0
2024-8-13-CK-algae41-pig-a,Camp Kiser,,0,0,0,0,0,0,0
2024-8-13-CK-algae42-pig-a,Camp Kiser,,0,0,0,0,0,0,0
2024-8-13-CK-algae43-pig-a,Camp Kiser,,0,0,0,0,0,0,0
2024-8-13-CK-algae44-pig-a,Camp Kiser,,13.26937375,0.8996875,33.9360825,61.2946575,8.80386625,0.5172725,22.19601875
2024-8-13-CK-algae45-pig-a,Camp Kiser,,0,0,0,3.853832222,0,0,1.121606667
2024-8-13-CK-algae46-pig-a,Camp Kiser,,0,20.6107576,91.16274267,243.0545301,287.9009515,1.232592,73.71116267
2024-8-13-CK-algae46-pig-b,Camp Kiser,,41.26679371,25.81086371,97.97410457,196.6676977,99.04566286,2.250734571,53.59849171
2024-8-13-CK-algae46-pig-c,Camp Kiser,,111.6098397,177.8356474,62.77475229,216.8370406,173.9575509,3.359257714,72.95256771
2024-8-13-CK-algae47-pig-a,Camp Kiser,,18.3314808,27.3867,30.23201589,52.78616857,37.418608,1.282707429,16.93232354
2024-8-13-CK-algae47-pig-b,Camp Kiser,,2.035924474,0.699873553,1.996302368,30.52638039,34.55091711,0.595310921,22.94422118
2024-8-13-CK-algae47-pig-c,Camp Kiser,,4.768782842,0,24.02120116,68.46266716,72.32143537,0.538651053,19.54768453
2024-8-13-CK-algae48-pig-a,Camp Kiser,,10.98046222,5.945568148,22.73810296,68.07355585,61.75198859,0.64898163,20.8170403
2024-8-13-CK-algae48-pig-b,Camp Kiser,,34.670088,56.49799172,33.46264593,59.43578538,61.23261903,2.660113241,19.25070676
2024-8-13-CK-algae48-pig-c,Camp Kiser,,28.67981644,17.67664296,31.45806593,67.83339096,51.80195793,2.065721778,20.1892237
2024-8-13-CK-algae49-pig-a,Camp Kiser,,36.28083364,45.77209607,78.02228057,147.3793845,254.1792844,1.517247214,52.904739
2024-8-13-CK-algae49-pig-b,Camp Kiser,,12.58382464,10.372785,105.3458181,174.7770656,133.7880581,0.932564357,50.82120429
2024-8-13-CK-algae49-pig-c,Camp Kiser,,113.2158649,236.9843184,111.4751671,183.1241791,147.3955718,9.083741556,54.62355489
2024-8-13-CK-algae50-pig-a,Camp Kiser,,29.00980071,60.96625247,33.34269776,84.22386435,35.31912765,1.578345882,24.577722
2024-8-13-CK-algae50-pig-b,Camp Kiser,,47.68820341,67.66759035,68.46910812,123.0213364,89.03342294,1.995630353,38.15552141
2024-8-13-CK-algae50-pig-c,Camp Kiser,,37.306477,52.627972,29.945639,73.97284611,54.99630522,1.746491667,28.13628756
2024-8-12-CK-algae51-pig-a,Camp Kiser,,61.186626,129.0620623,38.07588133,125.533806,247.569326,4.517409,41.51398367
2024-8-12-CK-algae51-pig-b,Camp Kiser,,103.1680589,148.6474854,89.73234057,199.8224663,360.1199349,5.239408286,63.433404
2024-8-12-CK-algae51-pig-c,Camp Kiser,,112.347813,251.3457944,157.9519322,246.7589576,491.7559146,5.2207046,78.8117692
2024-8-12-CK-algae57-pig-a,Camp Kiser,,1.920954429,82.53215514,39.45836871,54.60641257,20.46722757,5.656405571,17.02080429
2024-8-12-CK-algae58-pig-a,Camp Kiser,,0,19.38521131,2.734701029,14.49872594,7.421910057,2.927746743,4.3547944
2024-8-12-CK-algae59-pig-a,Camp Kiser,,4.120612889,0,0,17.04078444,38.12138667,2.632570667,4.825912
2024-8-12-CK-algae60-pig-a,Camp Kiser,,3.290253846,6.268299179,0,12.60435292,19.002804,0.864824308,3.769260513
2024-8-12-CK-algae61-pig-a,Camp Kiser,,5.476090435,3.285169478,2.406910957,9.070347739,19.91429043,0.868240348,3.103363652
2024-8-12-CK-algae61-pig-b,Camp Kiser,,6.097778333,17.0869195,0,9.420889083,21.3027705,0.754143083,2.976472833
2024-8-12-CK-algae61-pig-c,Camp Kiser,,2.320788739,0.615447983,0,5.592408235,17.52531336,0.778198571,2.119835378
2024-8-12-CK-algae62-pig-a,Camp Kiser,,26.41273811,43.65829967,8.085903333,44.27877111,41.39454911,1.261112778,12.14569444
2024-8-12-CK-algae62-pig-b,Camp Kiser,,29.58890857,28.6723021,20.91276543,35.9409541,96.83011029,1.333072571,11.65788952
2024-8-12-CK-algae62-pig-c,Camp Kiser,,43.8971386,46.7247384,33.9115666,61.7447295,80.079289,2.2842034,18.2457246
2024-8-12-CK-algae63-pig-a,Camp Kiser,,105.520866,70.930722,94.52427,190.049616,45.737038,0.43658,63.33295
2024-8-12-CK-algae63-pig-b,Camp Kiser,,122.1916165,65.87689412,97.93323353,176.0612418,55.62249882,0.885441177,62.99106882
2024-8-12-CK-algae63-pig-c,Camp Kiser,,117.1737979,100.3055516,46.26458947,199.2505537,36.03740842,0.570456842,63.76553263
2024-8-12-CK-algae64-pig-a,Camp Kiser,,87.21981412,3.609458824,91.20078118,99.26230824,230.3707647,6.339943529,81.36908941
2024-8-12-CK-algae64-pig-b,Camp Kiser,,95.512905,26.1991425,92.361565,191.83033,102.5591625,0.4881975,90.628675
2024-8-12-CK-algae64-pig-c,Camp Kiser,,85.93859294,25.97089412,97.01496941,247.2873976,91.64884,0.627487059,96.2588
2024-8-12-CK-algae65-pig-a,Camp Kiser,,17.087115,0,37.068575,78.5961125,21.6538425,0,32.45293
2024-8-12-CK-algae65-pig-b,Camp Kiser,,11.82305561,6.82116439,16.25729122,76.34045854,16.41303366,0.347089756,29.21141854
2024-8-12-CK-algae65-pig-c,Camp Kiser,,10.381506,3.8633844,45.1148856,32.3119368,13.1039208,1.1584848,45.6352104
2024-8-12-CK-algae66-pig-a,Camp Kiser,,58.070888,34.49496667,62.06050267,109.7039933,53.57545867,0.232268,48.67716667
2024-8-12-CK-algae66-pig-b,Camp Kiser,,104.8735366,45.15241103,94.97299586,233.3472883,127.8450372,0,104.55008
2024-8-12-CK-algae66-pig-c,Camp Kiser,,131.7377143,86.16888914,135.3797623,248.165744,163.0605851,0.267830857,103.708352
2024-8-12-CK-algae67-pig-a,Camp Kiser,,49.283235,5.970015,45.16664357,93.39896571,21.34390929,0.233224286,44.17939714
2024-8-12-CK-algae67-pig-b,Camp Kiser,,64.096664,13.338544,67.28295,155.21926,70.396634,1.40756,62.624278
2024-8-12-CK-algae67-pig-c,Camp Kiser,,64.02483556,9.24076,54.89188444,131.1472933,41.54289778,0.682268889,54.56164667
2024-8-12-CK-algae68-pig-a,Camp Kiser,,0,0,0,0,9.856561181,1.504481013,0.461346835
2024-8-12-CK-algae69-pig-a,Camp Kiser,,0,0,0,29.32044222,36.86739556,4.039902222,46.04278
2024-8-12-CK-algae69-pig-b,Camp Kiser,,22.87790316,47.47416632,0,43.38278947,63.69874316,5.307044211,67.86650737
2024-8-12-CK-algae69-pig-c,Camp Kiser,,0,0,133.1014089,62.81379556,103.4959489,4.322853333,79.49793556
2024-8-12-CK-algae71-pig-a,Camp Kiser,,0,0,0,27.10373667,44.64303,6.163593333,45.45081333
2024-8-12-CK-algae71-pig-b,Camp Kiser,,0,2.584817284,14.97921235,41.48817284,100.025916,4.971032099,60.22435556
2024-8-12-CK-algae71-pig-c,Camp Kiser,,5.906102069,0,36.95829517,212.0251283,178.9699738,4.050862759,88.25801172
2024-8-12-CK-algae72-pig-a,Camp Kiser,,20.84579179,7.153592821,0,25.73155487,56.25524308,3.682558974,34.98988308
2024-8-12-CK-algae72-pig-b,Camp Kiser,,0.995650885,2.16525531,33.38276814,20.50196283,128.1765332,3.336618584,49.18110531
2024-8-12-CK-algae72-pig-c,Camp Kiser,,12.04716146,13.90579024,0,51.94439854,147.4149117,3.273251707,50.99408195
2024-8-12-CK-algae73-pig-a,Camp Kiser,,1.127115789,0,0,0,30.05316211,6.766227368,102.0303579
2024-8-12-CK-algae73-pig-b,Camp Kiser,,9.281664444,4.985546667,0,82.72982222,194.2328267,5.184275556,96.76838889
2024-8-12-CK-algae73-pig-c,Camp Kiser,,24.82086,48.982276,2.409548,44.72622,216.28182,9.469028,136.888828
2024-8-12-CK-algae75-pig-a,Camp Kiser,,273.3519789,161.0590453,340.5980274,849.7244263,167.10268,12.19365053,42.02722
2024-8-12-CK-algae75-pig-b,Camp Kiser,,306.7077495,263.6946263,493.2761616,396.1922152,100.1938586,16.10085859,71.59557374
2024-8-12-CK-algae75-pig-c,Camp Kiser,,224.1773175,181.2855563,333.5224463,413.7679875,182.00212,13.7787975,80.623105
2024-8-12-CK-algae76-pig-a,Camp Kiser,,239.510694,178.224468,790.327108,739.322546,229.851312,9.288668,93.349312
2024-8-12-CK-algae76-pig-b,Camp Kiser,,223.5588231,169.6838667,499.7915154,660.3271692,355.6784846,9.927158974,121.5535615
2024-8-12-CK-algae76-pig-c,Camp Kiser,,224.5722297,121.1361445,262.9863639,556.4838581,341.1334426,9.849483871,127.1599432
2024-8-12-CK-algae77-pig-a,Camp Kiser,,68.87210824,11.48888471,533.0121229,349.9112224,185.0592088,3.665574706,69.11608765
2024-8-12-CK-algae77-pig-b,Camp Kiser,,125.7405812,44.21856353,131.1320206,555.3676482,291.2202847,7.056617647,83.78569412
2024-8-12-CK-algae77-pig-c,Camp Kiser,,190.9075807,129.1402934,309.830362,354.7787873,203.1504867,6.394762048,75.43366627
2024-8-12-CK-algae78-pig-a,Camp Kiser,,36.87532444,29.69301067,72.23412711,109.1155804,32.70762756,2.965400889,18.89378667
2024-8-12-CK-algae78-pig-b,Camp Kiser,,25.35005421,13.55876636,95.31051402,95.03118972,45.81458037,3.496580374,19.06114673
2024-8-12-CK-algae78-pig-c,Camp Kiser,,11.928522,5.445924,19.809414,157.68218,35.687589,2.874681,23.359426
2024-8-12-CK-algae79-pig-a,Camp Kiser,,0,0,2.94527,30.03781333,15.09966333,0,12.69712222
2024-8-12-CK-algae79-pig-b,Camp Kiser,,0,0,7.435329143,32.65485029,24.42364114,0,17.67587771
2024-8-12-CK-algae79-pig-c,Camp Kiser,,0,0,0,34.71442788,19.10762545,1.126109091,16.13500606
2024-8-12-CK-algae80-pig-a,Camp Kiser,,2.391834872,7.39162359,42.99731692,33.52042769,36.4221241,1.904527179,15.51955692
2024-8-12-CK-algae80-pig-b,Camp Kiser,,10.04470128,3.00006383,13.88283489,50.14420511,30.93917702,2.153587234,16.45982468
2024-8-12-CK-algae80-pig-c,Camp Kiser,,1.418566667,0,9.519909524,47.01956,16.53647905,2.08175619,12.35428762
2024-8-12-CK-algae81-pig-a,Camp Kiser,,0,0,19.85029892,41.97384624,41.77520323,0,21.26050215
2024-8-12-CK-algae82-pig-a,Camp Kiser,,0,0,16.38311333,90.76866,254.9053567,0,44.64360667
2024-8-12-CK-algae82-pig-b,Camp Kiser,,13.57489167,0,35.05671,109.7741517,248.4072767,2.428626667,58.51138833
2024-8-12-CK-algae82-pig-c,Camp Kiser,,0,0,48.78202769,133.6187908,285.8667631,2.710196923,65.08553538
