"","SampleID","CollectionDate","Location","Latitude","Longitude","SnowColor","CellDensity","Astaxanthin","Lutein","ChlA","ChlB","BetaC","Pheophorbide","Pheophytin"
"140","2023-8-24-LC-algae42","8/24/2023","Lemon Creek Glacier",58.36197476,-134.354343,"red",128119,252.345,193.088,376.717,264.553,45.549,6.897,185.466
"141","2023-8-24-LC-algae43","8/24/2023","Lemon Creek Glacier",58.36204659,-134.3543088,"red",398546,431.653,478.455,640.94,538.086,194.819,24.127,454.98
"142","2023-8-24-LC-algae44","8/24/2023","Lemon Creek Glacier",58.36211804,-134.3540873,"red",177878,238.9,162.802,288.734,243.429,66.881,9.642,160.124
"143","2023-8-24-LC-algae45","8/24/2023","Lemon Creek Glacier",58.36210359,-134.3540362,"red",110961,358.545,284.884,446.449,416.974,91.669,11.392,294.373
"144","2023-8-24-LC-algae46","8/24/2023","Lemon Creek Glacier",58.36219779,-134.3540664,"red",70456,159.841,169.607,345.781,284.364,67.452,9.089,183.528
"145","2023-8-24-LC-algae47","8/24/2023","Lemon Creek Glacier",58.36224073,-134.3540718,"red",211730,94.898,55.001,202.877,90.109,11.045,12.209,82.298
"146","2023-8-24-LC-algae48","8/24/2023","Lemon Creek Glacier",58.36225164,-134.3541003,"red",294743,136.707,170.684,762.491,303.302,80.282,16.469,394.42
"147","2023-8-24-LC-algae49","8/24/2023","Lemon Creek Glacier",58.36227285,-134.3541883,"red",87466,203.96,86.181,195.143,151.487,51.062,24.995,169.407
"148","2023-8-24-LC-algae50","8/24/2023","Lemon Creek Glacier",58.36232201,-134.3542728,"red",200586,125.693,61.311,400.343,160.97,37.068,13.748,152.132
"149","2023-8-24-LC-algae51","8/24/2023","Lemon Creek Glacier",58.36233359,-134.3542792,"red",158051,115.367,130.327,350.713,193.063,66.585,15.18,191.667
"150","2023-8-24-LC-algae52","8/24/2023","Lemon Creek Glacier",58.36244553,-134.3543341,"red",326584,370.986,241.074,379.006,143.62,66.594,6.445,227.786
"151","2023-8-24-LC-algae53","8/24/2023","Lemon Creek Glacier",58.36244165,-134.3542506,"red",672155,287.421,232.228,416.809,136.806,80.339,6.194,129.529
